case_id,individual_id,vin,case_type,call_driver,channel,case_open_ts,case_close_ts,days_to_close,closed_within_24h,first_contact_resolution,csat_score,region,case_month
CASE900470,IND100070,1GC293126205537,WiFi,Hotspot: SSID and Password,Phone,2026-03-26 08:00:00,2026-03-27 03:02:23.966030,0.79,Y,Y,2,Northeast,2026-03-01
CASE900471,IND100029,1GC773747217510,WiFi,No / Slow Internet,Phone,2026-03-05 07:00:00,2026-03-05 22:24:54.760778,0.64,Y,N,3,West,2026-03-01
CASE900472,IND100083,1GC250275627916,WiFi,No / Slow Internet,Mobile App,2026-03-15 07:00:00,2026-03-16 00:34:36.025548,0.73,Y,Y,3,West,2026-03-01
CASE900473,IND100063,1GC788498971673,OnBoarding,Hardware Replacement,Chat,2026-03-09 10:00:00,2026-03-10 10:51:26.788557,1.04,N,Y,4,Midwest,2026-03-01
CASE900474,IND100024,1GC248147035823,OnBoarding,Enroll Vehicle,Dealer,2026-03-03 23:00:00,2026-03-04 20:38:24.794572,0.9,Y,N,3,Midwest,2026-03-01
CASE900475,IND100011,1GC934088489962,OnBoarding,Other,Mobile App,2026-03-20 06:00:00,2026-03-23 08:29:27.418808,3.1,N,Y,4,Northeast,2026-03-01
CASE900476,IND100040,1GC493436726984,WiFi,No / Slow Internet,Chat,2026-03-05 02:00:00,2026-03-06 03:28:42.655227,1.06,N,N,5,Southwest,2026-03-01
CASE900477,IND100022,1GC973628221954,OnBoarding,Enroll Vehicle,Dealer,2026-03-20 16:00:00,2026-03-21 09:59:16.438465,0.75,Y,N,5,Southwest,2026-03-01
CASE900478,IND100119,1GC664577956631,Infotainment,DIC (Driver Information Center),Mobile App,2026-03-10 10:00:00,2026-03-12 03:34:59.506545,1.73,N,N,4,Midwest,2026-03-01
CASE900479,IND100134,1GC631823942332,OnBoarding,BBWC,Mobile App,2026-03-02 15:00:00,2026-03-03 04:51:39.264625,0.58,Y,N,5,Southeast,2026-03-01
CASE900480,IND100099,1GC965707898093,OnBoarding,Other,Phone,2026-03-10 05:00:00,2026-03-10 08:32:55.292401,0.15,Y,N,5,West,2026-03-01
CASE900481,IND100030,1GC770285940316,OnBoarding,Other,Mobile App,2026-03-26 13:00:00,2026-03-27 08:50:09.397978,0.83,Y,N,3,Midwest,2026-03-01
CASE900482,IND100007,1GC693480371222,WiFi,No / Slow Internet,Chat,2026-03-08 06:00:00,2026-03-08 21:31:02.417689,0.65,Y,Y,4,Northeast,2026-03-01
CASE900483,IND100127,1GC230071769979,OnBoarding,Other,Chat,2026-03-25 17:00:00,2026-03-27 03:20:40.099659,1.43,N,N,5,West,2026-03-01
CASE900484,IND100077,1GC695724863253,OnBoarding,BBWC,Phone,2026-03-20 00:00:00,2026-03-20 04:21:13.471402,0.18,Y,N,3,West,2026-03-01
CASE900485,IND100085,1GC181043074697,WiFi,No / Slow Internet,Chat,2026-03-22 13:00:00,2026-03-23 02:39:14.715094,0.57,Y,Y,4,Northeast,2026-03-01
CASE900486,IND100145,1GC340278096782,OnBoarding,Enroll Vehicle,IVR,2026-03-16 17:00:00,2026-03-17 04:48:44.199216,0.49,Y,Y,4,Midwest,2026-03-01
CASE900487,IND100139,1GC174456999930,Infotainment,DIC (Driver Information Center),IVR,2026-03-24 04:00:00,2026-03-25 05:04:53.887013,1.05,N,N,4,West,2026-03-01
CASE900488,IND100029,1GC773747217510,OnBoarding,Hardware Replacement,Phone,2026-03-09 23:00:00,2026-03-10 17:37:26.696272,0.78,Y,Y,4,West,2026-03-01
CASE900489,IND100113,1GC621297612047,WiFi,Hotspot: Data Not Shared / Disabled,Dealer,2026-03-21 21:00:00,2026-03-22 21:21:33.086306,1.01,N,N,4,Southeast,2026-03-01
CASE900490,IND100093,1GC442919103486,Infotainment,On Screen Messages,Chat,2026-03-21 09:00:00,2026-03-25 09:10:39.979092,4.01,N,N,5,Northeast,2026-03-01
CASE900491,IND100133,1GC412182824081,Infotainment,On Screen Messages,Phone,2026-03-04 01:00:00,2026-03-04 01:28:48.000000,0.02,Y,N,4,West,2026-03-01
CASE900492,IND100134,1GC631823942332,OnBoarding,Hardware Replacement,Phone,2026-03-07 19:00:00,2026-03-08 13:27:15.971573,0.77,Y,Y,1,Southeast,2026-03-01
CASE900493,IND100024,1GC248147035823,Infotainment,App Not Working,Chat,2026-03-22 08:00:00,2026-03-23 03:18:51.158264,0.8,Y,Y,4,Midwest,2026-03-01
CASE900494,IND100027,1GC993138007649,OnBoarding,Hardware Replacement,Phone,2026-03-25 19:00:00,2026-03-26 15:11:43.833367,0.84,Y,Y,4,West,2026-03-01
CASE900495,IND100000,1GC796560443699,WiFi,Other,Mobile App,2026-04-22 17:00:00,2026-04-23 11:48:51.056353,0.78,Y,Y,4,Midwest,2026-04-01
CASE900496,IND100026,1GC491587354002,Infotainment,On Screen Messages,Phone,2026-04-26 03:00:00,2026-04-27 01:54:21.904511,0.95,Y,N,5,Northeast,2026-04-01
CASE900497,IND100068,1GC127736051111,OnBoarding,Enroll Vehicle,Dealer,2026-04-27 10:00:00,2026-04-27 13:15:44.563670,0.14,Y,Y,5,West,2026-04-01
CASE900498,IND100079,1GC805508388194,OnBoarding,Hardware Replacement,Phone,2026-04-05 20:00:00,2026-04-06 03:46:49.929193,0.32,Y,N,3,Midwest,2026-04-01
CASE900499,IND100002,1GC872738127919,Infotainment,DIC (Driver Information Center),Phone,2026-04-10 10:00:00,2026-04-10 15:12:31.469865,0.22,Y,Y,4,Northeast,2026-04-01
CASE900500,IND100071,1GC467675779351,OnBoarding,Other,Dealer,2026-04-13 19:00:00,2026-04-17 08:17:25.838908,3.55,N,N,5,Southeast,2026-04-01
CASE900501,IND100040,1GC493436726984,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-04-26 15:00:00,2026-04-26 18:28:34.626421,0.14,Y,Y,5,Southwest,2026-04-01
CASE900502,IND100128,1GC193062670950,OnBoarding,BBWC,Phone,2026-04-16 12:00:00,2026-04-17 12:32:20.815948,1.02,N,Y,5,West,2026-04-01
CASE900503,IND100000,1GC843662731774,WiFi,No / Slow Internet,Chat,2026-04-22 00:00:00,2026-04-22 22:10:20.500473,0.92,Y,Y,4,Midwest,2026-04-01
CASE900504,IND100021,1GC563551416308,WiFi,No / Slow Internet,IVR,2026-04-18 23:00:00,2026-04-19 06:37:31.263853,0.32,Y,Y,4,Southeast,2026-04-01
CASE900505,IND100102,1GC339282965313,OnBoarding,Enroll Vehicle,Mobile App,2026-04-21 19:00:00,2026-04-23 14:21:22.250503,1.81,N,Y,4,West,2026-04-01
CASE900506,IND100115,1GC870952855682,OnBoarding,Hardware Replacement,IVR,2026-04-01 07:00:00,2026-04-02 20:22:27.137230,1.56,N,Y,5,Midwest,2026-04-01
CASE900507,IND100021,1GC563551416308,Infotainment,DIC (Driver Information Center),Phone,2026-04-12 07:00:00,2026-04-13 00:22:41.495110,0.72,Y,Y,5,Southeast,2026-04-01
CASE900508,IND100101,1GC729736420428,OnBoarding,Hardware Replacement,Chat,2026-04-04 11:00:00,2026-04-05 06:13:44.157090,0.8,Y,Y,4,Southeast,2026-04-01
CASE900509,IND100041,1GC849410376451,WiFi,No / Slow Internet,Mobile App,2026-04-22 20:00:00,2026-04-24 04:47:04.193547,1.37,N,Y,3,West,2026-04-01
CASE900510,IND100014,1GC499072778944,OnBoarding,Other,Mobile App,2026-04-20 00:00:00,2026-04-21 10:42:35.065641,1.45,N,N,5,Southeast,2026-04-01
CASE900511,IND100029,1GC773747217510,WiFi,No / Slow Internet,Chat,2026-04-04 03:00:00,2026-04-05 10:01:10.535110,1.29,N,N,5,West,2026-04-01
CASE900512,IND100061,1GC523986585528,OnBoarding,Hardware Replacement,Chat,2026-04-20 15:00:00,2026-04-21 03:12:06.047356,0.51,Y,Y,5,West,2026-04-01
CASE900513,IND100035,1GC270524223175,OnBoarding,Hardware Replacement,IVR,2026-04-23 08:00:00,2026-04-23 08:28:48.000000,0.02,Y,N,3,Northeast,2026-04-01
CASE900514,IND100001,1GC906544694654,WiFi,No / Slow Internet,Phone,2026-04-12 09:00:00,2026-04-13 23:03:55.851840,1.59,N,Y,3,Northeast,2026-04-01
CASE900515,IND100124,1GC137452756475,WiFi,No / Slow Internet,Chat,2026-04-16 15:00:00,2026-04-17 00:27:38.095324,0.39,Y,Y,5,Midwest,2026-04-01
CASE900516,IND100110,1GC510198660849,Infotainment,DIC (Driver Information Center),Phone,2026-04-04 09:00:00,2026-04-05 03:03:14.609107,0.75,Y,Y,4,West,2026-04-01
CASE900517,IND100009,1GC791782742725,Infotainment,On Screen Messages,Phone,2026-04-24 14:00:00,2026-04-24 22:43:09.113183,0.36,Y,Y,5,West,2026-04-01
CASE900518,IND100026,1GC491587354002,OnBoarding,Other,Phone,2026-04-22 22:00:00,2026-04-25 07:13:44.900857,2.38,N,Y,3,Northeast,2026-04-01
CASE900519,IND100118,1GC488883735797,WiFi,No / Slow Internet,Chat,2026-04-06 04:00:00,2026-04-06 08:20:18.486209,0.18,Y,Y,5,West,2026-04-01
CASE900520,IND100132,1GC622955025729,WiFi,Other,Phone,2026-04-01 05:00:00,2026-04-01 05:52:52.848844,0.04,Y,Y,5,West,2026-04-01
CASE900521,IND100057,1GC611867076357,OnBoarding,Enroll Vehicle,Mobile App,2026-04-21 14:00:00,2026-04-22 04:57:29.871176,0.62,Y,Y,3,Northeast,2026-04-01
CASE900522,IND100018,1GC844868054792,OnBoarding,Other,Dealer,2026-04-08 11:00:00,2026-04-08 13:25:55.693489,0.1,Y,Y,4,West,2026-04-01
CASE900523,IND100126,1GC396875091099,OnBoarding,Other,Chat,2026-04-17 12:00:00,2026-04-21 12:32:50.424051,4.02,N,Y,4,Midwest,2026-04-01
CASE900524,IND100070,1GC293126205537,OnBoarding,Other,Dealer,2026-04-25 21:00:00,2026-04-26 00:50:39.256157,0.16,Y,Y,4,Northeast,2026-04-01
CASE900525,IND100128,1GC193062670950,OnBoarding,BBWC,Dealer,2026-04-05 01:00:00,2026-04-05 22:06:45.809788,0.88,Y,Y,5,West,2026-04-01
CASE900526,IND100062,1GC608712495832,Infotainment,DIC (Driver Information Center),Phone,2026-04-01 21:00:00,2026-04-02 09:55:05.638245,0.54,Y,Y,5,West,2026-04-01
CASE900527,IND100043,1GC381129977243,OnBoarding,Hardware Replacement,Phone,2026-04-05 17:00:00,2026-04-05 22:39:31.748338,0.24,Y,N,4,Midwest,2026-04-01
CASE900528,IND100019,1GC957609455561,OnBoarding,Enroll Vehicle,Phone,2026-04-04 07:00:00,2026-04-04 08:57:17.868172,0.08,Y,N,4,Northeast,2026-04-01
CASE900529,IND100103,1GC972258739611,OnBoarding,Hardware Replacement,Dealer,2026-04-17 23:00:00,2026-04-20 05:46:43.763297,2.28,N,Y,2,West,2026-04-01
CASE900530,IND100020,1GC782278966076,OnBoarding,Enroll Vehicle,Phone,2026-04-24 22:00:00,2026-04-25 14:57:14.179795,0.71,Y,N,4,West,2026-04-01
CASE900531,IND100085,1GC181043074697,OnBoarding,Enroll Vehicle,Chat,2026-04-07 09:00:00,2026-04-08 14:14:01.960443,1.22,N,Y,4,Northeast,2026-04-01
CASE900532,IND100004,1GC184759613098,Infotainment,App Not Working,Phone,2026-04-27 00:00:00,2026-04-27 12:53:41.069800,0.54,Y,Y,4,Midwest,2026-04-01
CASE900533,IND100082,1GC832618346198,OnBoarding,Enroll Vehicle,Phone,2026-04-15 08:00:00,2026-04-16 06:19:13.453411,0.93,Y,Y,5,Southeast,2026-04-01
CASE900534,IND100077,1GC695724863253,Infotainment,Other,Mobile App,2026-04-10 06:00:00,2026-04-10 15:57:56.958651,0.42,Y,Y,4,West,2026-04-01
CASE900535,IND100118,1GC488883735797,Infotainment,Other,Phone,2026-04-04 13:00:00,2026-04-04 19:26:26.748364,0.27,Y,Y,4,West,2026-04-01
CASE900536,IND100132,1GC622955025729,WiFi,No / Slow Internet,Phone,2026-04-13 13:00:00,2026-04-13 15:23:51.524399,0.1,Y,N,5,West,2026-04-01
CASE900537,IND100047,1GC359495293536,OnBoarding,Hardware Replacement,Phone,2026-04-25 09:00:00,2026-04-27 03:51:07.380458,1.79,N,Y,4,West,2026-04-01
CASE900538,IND100128,1GC193062670950,OnBoarding,Hardware Replacement,Phone,2026-04-25 08:00:00,2026-04-25 17:06:33.946720,0.38,Y,N,4,West,2026-04-01
CASE900539,IND100148,1GC495020314274,Infotainment,On Screen Messages,Dealer,2026-04-14 07:00:00,2026-04-15 08:58:24.911568,1.08,N,Y,4,Southwest,2026-04-01
CASE900540,IND100022,1GC330368581510,WiFi,No / Slow Internet,Phone,2026-04-26 10:00:00,2026-04-26 23:07:36.145025,0.55,Y,N,3,Southwest,2026-04-01
CASE900541,IND100076,1GC364234381989,WiFi,No / Slow Internet,Phone,2026-04-07 18:00:00,2026-04-08 03:36:43.080341,0.4,Y,Y,4,Midwest,2026-04-01
CASE900542,IND100023,1GC903809009189,WiFi,Other,Phone,2026-04-06 05:00:00,2026-04-08 02:36:01.334074,1.9,N,Y,5,Midwest,2026-04-01
CASE900543,IND100132,1GC622955025729,WiFi,No / Slow Internet,Phone,2026-04-05 07:00:00,2026-04-06 09:15:21.667257,1.09,N,N,5,West,2026-04-01
CASE900544,IND100093,1GC442919103486,OnBoarding,Hardware Replacement,Chat,2026-04-06 19:00:00,2026-04-07 11:39:30.491545,0.69,Y,Y,5,Northeast,2026-04-01
CASE900545,IND100137,1GC534073093248,WiFi,No / Slow Internet,Phone,2026-04-04 21:00:00,2026-04-05 17:35:44.419634,0.86,Y,Y,5,West,2026-04-01
CASE900546,IND100027,1GC139423389208,OnBoarding,BBWC,IVR,2026-04-21 11:00:00,2026-04-23 12:49:22.993974,2.08,N,N,4,West,2026-04-01
CASE900547,IND100033,1GC433413735431,OnBoarding,Enroll Vehicle,Phone,2026-04-18 03:00:00,2026-04-18 03:37:12.652887,0.03,Y,Y,5,Midwest,2026-04-01
CASE900548,IND100069,1GC493045650308,Infotainment,App Not Working,Phone,2026-04-24 17:00:00,2026-04-24 23:11:13.957946,0.26,Y,Y,4,Southeast,2026-04-01
CASE900549,IND100147,1GC568605162223,OnBoarding,Hardware Replacement,Phone,2026-04-17 11:00:00,2026-04-18 15:52:18.354952,1.2,N,Y,5,West,2026-04-01
CASE900550,IND100051,1GC106626042775,Infotainment,App Not Working,Mobile App,2026-04-15 12:00:00,2026-04-17 03:54:27.985137,1.66,N,Y,5,Northeast,2026-04-01
CASE900551,IND100131,1GC932608106538,WiFi,No / Slow Internet,Phone,2026-04-16 21:00:00,2026-04-17 06:56:54.489225,0.41,Y,Y,4,Southeast,2026-04-01
CASE900552,IND100061,1GC523986585528,OnBoarding,Enroll Vehicle,Phone,2026-04-05 23:00:00,2026-04-06 08:18:13.953826,0.39,Y,Y,3,West,2026-04-01
CASE900553,IND100146,1GC398412097607,WiFi,No / Slow Internet,Dealer,2026-04-10 10:00:00,2026-04-12 04:58:35.735160,1.79,N,Y,4,Southeast,2026-04-01
CASE900554,IND100010,1GC433718221808,WiFi,No / Slow Internet,Phone,2026-04-22 09:00:00,2026-04-22 10:31:25.554392,0.06,Y,N,3,Southwest,2026-04-01
CASE900555,IND100047,1GC359495293536,Infotainment,On Screen Messages,Mobile App,2026-04-19 17:00:00,2026-04-20 01:58:50.778574,0.37,Y,Y,4,West,2026-04-01
CASE900556,IND100102,1GC339282965313,OnBoarding,Other,IVR,2026-04-06 08:00:00,2026-04-08 05:07:32.224685,1.88,N,N,5,West,2026-04-01
CASE900557,IND100079,1GC805508388194,OnBoarding,Hardware Replacement,Mobile App,2026-04-04 14:00:00,2026-04-05 12:57:21.632940,0.96,Y,Y,4,Midwest,2026-04-01
CASE900558,IND100084,1GC120440865820,Infotainment,App Not Working,Phone,2026-04-19 21:00:00,2026-04-19 21:28:48.000000,0.02,Y,Y,4,Northeast,2026-04-01
CASE900559,IND100065,1GC598221460591,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-04-04 05:00:00,2026-04-06 16:31:04.464187,2.48,N,Y,2,Southeast,2026-04-01
CASE900560,IND100038,1GC304218414145,WiFi,Other,Chat,2026-04-11 16:00:00,2026-04-12 12:10:53.217865,0.84,Y,N,4,Southwest,2026-04-01
CASE900561,IND100008,1GC215302269407,WiFi,Hotspot: SSID and Password,IVR,2026-04-13 22:00:00,2026-04-14 08:05:43.939981,0.42,Y,Y,4,Southeast,2026-04-01
CASE900562,IND100048,1GC714245953576,OnBoarding,Other,Mobile App,2026-04-02 06:00:00,2026-04-02 06:34:18.306484,0.02,Y,Y,5,Midwest,2026-04-01
CASE900563,IND100020,1GC782278966076,OnBoarding,Enroll Vehicle,Dealer,2026-04-24 22:00:00,2026-04-25 00:29:53.142327,0.1,Y,N,3,West,2026-04-01
CASE900564,IND100022,1GC973628221954,WiFi,Other,Phone,2026-04-04 01:00:00,2026-04-05 00:34:52.737605,0.98,Y,Y,4,Southwest,2026-04-01
CASE900565,IND100079,1GC805508388194,Infotainment,App Not Working,Phone,2026-04-04 15:00:00,2026-04-06 03:38:25.186929,1.53,N,Y,3,Midwest,2026-04-01
CASE900566,IND100117,1GC747516660355,Infotainment,App Not Working,Dealer,2026-04-01 17:00:00,2026-04-01 22:59:08.333161,0.25,Y,Y,5,Midwest,2026-04-01
CASE900567,IND100003,1GC727631226152,OnBoarding,Other,Chat,2026-04-27 09:00:00,2026-04-27 14:34:45.982886,0.23,Y,Y,5,Southwest,2026-04-01
CASE900568,IND100016,1GC846810768818,Infotainment,Other,Phone,2026-04-23 00:00:00,2026-04-27 06:26:51.949954,4.27,N,Y,4,Midwest,2026-04-01
CASE900569,IND100146,1GC398412097607,OnBoarding,Enroll Vehicle,Chat,2026-04-01 23:00:00,2026-04-02 15:17:35.414821,0.68,Y,N,3,Southeast,2026-04-01
CASE900570,IND100025,1GC275174837066,OnBoarding,Other,Mobile App,2026-04-02 09:00:00,2026-04-02 14:16:38.716606,0.22,Y,Y,4,Southwest,2026-04-01
CASE900571,IND100058,1GC225817298314,OnBoarding,BBWC,Mobile App,2026-04-24 19:00:00,2026-04-25 00:28:59.912771,0.23,Y,N,3,Midwest,2026-04-01
CASE900572,IND100081,1GC465748175295,OnBoarding,Hardware Replacement,IVR,2026-04-03 16:00:00,2026-04-03 23:59:00.492100,0.33,Y,N,5,West,2026-04-01
CASE900573,IND100024,1GC800545147365,Infotainment,Other,Chat,2026-04-14 12:00:00,2026-04-16 12:25:30.106870,2.02,N,Y,4,Midwest,2026-04-01
CASE900574,IND100141,1GC541636294918,OnBoarding,Hardware Replacement,Dealer,2026-04-26 13:00:00,2026-04-27 08:08:34.133752,0.8,Y,Y,4,Northeast,2026-04-01
CASE900575,IND100103,1GC972258739611,OnBoarding,Enroll Vehicle,Phone,2026-04-03 06:00:00,2026-04-03 06:28:48.000000,0.02,Y,Y,4,West,2026-04-01
CASE900576,IND100025,1GC140419557453,OnBoarding,Other,Mobile App,2026-04-02 11:00:00,2026-04-04 13:39:06.566611,2.11,N,Y,3,Southwest,2026-04-01
CASE900577,IND100038,1GC304218414145,OnBoarding,Other,Phone,2026-04-05 23:00:00,2026-04-06 07:04:14.925939,0.34,Y,Y,4,Southwest,2026-04-01
CASE900578,IND100075,1GC353245502819,OnBoarding,Hardware Replacement,IVR,2026-04-18 15:00:00,2026-04-20 02:31:14.991853,1.48,N,Y,5,Northeast,2026-04-01
CASE900579,IND100092,1GC501540648016,OnBoarding,Other,IVR,2026-04-08 06:00:00,2026-04-12 12:48:02.335674,4.28,N,N,3,West,2026-04-01
CASE900580,IND100094,1GC371360880232,OnBoarding,Enroll Vehicle,Mobile App,2026-04-23 19:00:00,2026-04-24 06:21:57.633292,0.47,Y,Y,4,Southeast,2026-04-01
CASE900581,IND100004,1GC184759613098,WiFi,No / Slow Internet,Phone,2026-04-03 10:00:00,2026-04-04 01:10:46.142238,0.63,Y,Y,3,Midwest,2026-04-01
CASE900582,IND100038,1GC304218414145,Infotainment,On Screen Messages,Chat,2026-04-04 05:00:00,2026-04-04 08:32:32.320487,0.15,Y,Y,5,Southwest,2026-04-01
CASE900583,IND100103,1GC972258739611,OnBoarding,Enroll Vehicle,Mobile App,2026-04-06 04:00:00,2026-04-06 12:44:59.059073,0.36,Y,Y,5,West,2026-04-01
CASE900584,IND100047,1GC359495293536,OnBoarding,Enroll Vehicle,Dealer,2026-04-07 05:00:00,2026-04-07 05:28:48.000000,0.02,Y,N,3,West,2026-04-01
CASE900585,IND100049,1GC225777235248,WiFi,No / Slow Internet,Dealer,2026-04-16 20:00:00,2026-04-16 20:28:48.000000,0.02,Y,Y,3,Southwest,2026-04-01
CASE900586,IND100016,1GC846810768818,WiFi,No / Slow Internet,Phone,2026-04-17 08:00:00,2026-04-18 05:13:46.907547,0.88,Y,Y,4,Midwest,2026-04-01
CASE900587,IND100027,1GC139423389208,OnBoarding,Hardware Replacement,Chat,2026-04-15 17:00:00,2026-04-16 19:38:12.871517,1.11,N,Y,5,West,2026-04-01
CASE900588,IND100118,1GC488883735797,Infotainment,On Screen Messages,Mobile App,2026-04-25 05:00:00,2026-04-25 20:36:53.434522,0.65,Y,Y,3,West,2026-04-01
CASE900589,IND100141,1GC541636294918,Infotainment,Other,Chat,2026-04-22 06:00:00,2026-04-23 13:07:47.176935,1.3,N,N,5,Northeast,2026-04-01
CASE900590,IND100052,1GC808231939751,WiFi,Other,Phone,2026-04-10 10:00:00,2026-04-10 14:41:54.405332,0.2,Y,Y,4,Southeast,2026-04-01
CASE900591,IND100101,1GC729736420428,WiFi,Other,Mobile App,2026-04-23 17:00:00,2026-04-24 04:06:36.140485,0.46,Y,Y,2,Southeast,2026-04-01
CASE900592,IND100121,1GC684861941398,WiFi,No / Slow Internet,Dealer,2026-04-26 07:00:00,2026-04-26 15:16:44.879498,0.34,Y,Y,5,Midwest,2026-04-01
CASE900593,IND100123,1GC474226661953,OnBoarding,Hardware Replacement,Phone,2026-04-06 07:00:00,2026-04-08 02:20:51.658923,1.81,N,N,4,West,2026-04-01
CASE900594,IND100122,1GC175999889025,Infotainment,On Screen Messages,Phone,2026-04-15 23:00:00,2026-04-17 19:58:15.103874,1.87,N,Y,4,Southeast,2026-04-01
CASE900595,IND100043,1GC381129977243,OnBoarding,Enroll Vehicle,Phone,2026-04-02 05:00:00,2026-04-03 10:58:31.216791,1.25,N,Y,4,Midwest,2026-04-01
CASE900596,IND100125,1GC544591737319,OnBoarding,Other,Phone,2026-04-14 02:00:00,2026-04-16 00:53:23.644194,1.95,N,N,4,Southeast,2026-04-01
CASE900597,IND100040,1GC493436726984,WiFi,No / Slow Internet,Chat,2026-04-24 14:00:00,2026-04-25 11:40:45.647073,0.9,Y,Y,4,Southwest,2026-04-01
CASE900598,IND100065,1GC598221460591,OnBoarding,BBWC,Phone,2026-04-27 16:00:00,2026-04-28 14:00:42.605288,0.92,Y,Y,5,Southeast,2026-04-01
CASE900599,IND100082,1GC832618346198,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-04-25 18:00:00,2026-04-25 21:26:51.859804,0.14,Y,N,3,Southeast,2026-04-01
CASE900600,IND100074,1GC152472467520,WiFi,No / Slow Internet,Mobile App,2026-04-19 08:00:00,2026-04-19 16:43:32.790929,0.36,Y,N,3,Southwest,2026-04-01
CASE900601,IND100108,1GC186751865938,Infotainment,On Screen Messages,Phone,2026-04-11 06:00:00,2026-04-11 08:40:30.098538,0.11,Y,Y,4,Northeast,2026-04-01
CASE900602,IND100081,1GC465748175295,WiFi,Hotspot: Data Not Shared / Disabled,Chat,2026-04-06 01:00:00,2026-04-06 18:43:51.444694,0.74,Y,Y,4,West,2026-04-01
CASE900603,IND100126,1GC396875091099,OnBoarding,Other,Mobile App,2026-04-09 04:00:00,2026-04-09 10:29:24.642704,0.27,Y,Y,3,Midwest,2026-04-01
CASE900604,IND100011,1GC924410660622,WiFi,No / Slow Internet,Phone,2026-04-14 02:00:00,2026-04-14 17:16:49.707717,0.64,Y,Y,3,Northeast,2026-04-01
CASE900605,IND100134,1GC631823942332,WiFi,No / Slow Internet,Chat,2026-04-27 01:00:00,2026-04-28 00:43:29.126149,0.99,Y,Y,4,Southeast,2026-04-01
CASE900606,IND100006,1GC785025731790,OnBoarding,Hardware Replacement,Phone,2026-04-27 12:00:00,2026-04-28 05:32:41.140050,0.73,Y,Y,5,Southeast,2026-04-01
CASE900607,IND100020,1GC361826054325,OnBoarding,Other,Mobile App,2026-04-22 07:00:00,2026-04-22 12:18:41.999435,0.22,Y,Y,4,West,2026-04-01
CASE900608,IND100125,1GC544591737319,WiFi,Hotspot: SSID and Password,Phone,2026-04-05 21:00:00,2026-04-08 14:47:55.534350,2.74,N,N,3,Southeast,2026-04-01
CASE900609,IND100069,1GC493045650308,OnBoarding,BBWC,IVR,2026-04-19 14:00:00,2026-04-21 08:10:56.171459,1.76,N,Y,5,Southeast,2026-04-01
CASE900610,IND100003,1GC727631226152,Infotainment,App Not Working,Phone,2026-04-14 03:00:00,2026-04-14 19:17:49.340997,0.68,Y,N,4,Southwest,2026-04-01
CASE900611,IND100065,1GC598221460591,Infotainment,Other,Chat,2026-04-20 21:00:00,2026-04-21 00:55:41.178521,0.16,Y,Y,4,Southeast,2026-04-01
CASE900612,IND100019,1GC957609455561,Infotainment,App Not Working,Chat,2026-04-16 01:00:00,2026-04-16 11:15:03.720369,0.43,Y,Y,5,Northeast,2026-04-01
CASE900613,IND100002,1GC226224180098,WiFi,No / Slow Internet,Mobile App,2026-04-02 13:00:00,2026-04-03 00:38:19.080848,0.48,Y,Y,5,Northeast,2026-04-01
CASE900614,IND100007,1GC807457874748,WiFi,No / Slow Internet,Mobile App,2026-04-06 02:00:00,2026-04-06 20:46:04.878232,0.78,Y,Y,2,Northeast,2026-04-01
CASE900615,IND100112,1GC375360961735,WiFi,No / Slow Internet,Dealer,2026-04-20 22:00:00,2026-04-21 03:50:41.569346,0.24,Y,Y,2,Midwest,2026-04-01
CASE900616,IND100006,1GC785025731790,Infotainment,App Not Working,Phone,2026-04-02 14:00:00,2026-04-04 08:02:31.701692,1.75,N,Y,3,Southeast,2026-04-01
CASE900617,IND100000,1GC843662731774,WiFi,Hotspot: Data Not Shared / Disabled,Phone,2026-04-08 06:00:00,2026-04-08 13:58:39.881092,0.33,Y,N,4,Midwest,2026-04-01
CASE900618,IND100146,1GC398412097607,Infotainment,App Not Working,Chat,2026-04-03 09:00:00,2026-04-04 03:07:53.431814,0.76,Y,Y,4,Southeast,2026-04-01
CASE900619,IND100007,1GC807457874748,Infotainment,Other,Chat,2026-04-22 20:00:00,2026-04-25 21:52:34.264676,3.08,N,Y,4,Northeast,2026-04-01
CASE900620,IND100071,1GC467675779351,Infotainment,Other,IVR,2026-04-27 14:00:00,2026-04-27 16:42:01.419091,0.11,Y,Y,3,Southeast,2026-04-01
CASE900621,IND100138,1GC804461704524,WiFi,No / Slow Internet,Phone,2026-04-10 20:00:00,2026-04-10 22:10:21.280034,0.09,Y,Y,3,Midwest,2026-04-01
CASE900622,IND100029,1GC773747217510,Infotainment,DIC (Driver Information Center),Mobile App,2026-04-16 00:00:00,2026-04-16 00:28:48.000000,0.02,Y,Y,5,West,2026-04-01
CASE900623,IND100011,1GC924410660622,Infotainment,DIC (Driver Information Center),Mobile App,2026-04-05 14:00:00,2026-04-06 10:42:38.212604,0.86,Y,Y,4,Northeast,2026-04-01
CASE900624,IND100092,1GC501540648016,WiFi,Hotspot: SSID and Password,Phone,2026-04-21 04:00:00,2026-04-21 21:07:09.676578,0.71,Y,Y,5,West,2026-04-01
CASE900625,IND100127,1GC230071769979,OnBoarding,Enroll Vehicle,Mobile App,2026-04-12 05:00:00,2026-04-12 10:37:22.433217,0.23,Y,N,3,West,2026-04-01
